AwardYear,AwardCeremonyNum,Movie,AwardCategory,AwardStatus
1980,53,The Stunt Man,WRITING (Screenplay Based on Material from Another Medium),nominated
1980,53,Private Benjamin,WRITING (Screenplay Written Directly for the Screen),nominated
1980,53,Melvin and Howard,WRITING (Screenplay Written Directly for the Screen),won
1980,53,Brubaker,WRITING (Screenplay Written Directly for the Screen),nominated
1980,53,Mon Oncle D'Amerique,WRITING (Screenplay Written Directly for the Screen),nominated
1980,53,Fame,WRITING (Screenplay Written Directly for the Screen),nominated
1980,53,The Empire Strikes Back,SPECIAL ACHIEVEMENT AWARD (Visual Effects),won
1981,54,Absence of Malice,ACTOR IN A LEADING ROLE,nominated
1981,54,Atlantic City,ACTOR IN A LEADING ROLE,nominated
1981,54,Arthur,ACTOR IN A LEADING ROLE,nominated
1981,54,Reds,ACTOR IN A LEADING ROLE,nominated
1981,54,On Golden Pond,ACTOR IN A LEADING ROLE,won
1981,54,Ragtime,ACTOR IN A SUPPORTING ROLE,nominated
1981,54,Arthur,ACTOR IN A SUPPORTING ROLE,won
1981,54,Only When I Laugh,ACTOR IN A SUPPORTING ROLE,nominated
1981,54,Reds,ACTOR IN A SUPPORTING ROLE,nominated
1981,54,Chariots of Fire,ACTOR IN A SUPPORTING ROLE,nominated
1981,54,Atlantic City,ACTRESS IN A LEADING ROLE,nominated
1981,54,Only When I Laugh,ACTRESS IN A LEADING ROLE,nominated
1981,54,The French Lieutenant's Woman,ACTRESS IN A LEADING ROLE,nominated
1981,54,Reds,ACTRESS IN A LEADING ROLE,nominated
1981,54,On Golden Pond,ACTRESS IN A LEADING ROLE,won
1981,54,Absence of Malice,ACTRESS IN A SUPPORTING ROLE,nominated
1981,54,Ragtime,ACTRESS IN A SUPPORTING ROLE,nominated
1981,54,Only When I Laugh,ACTRESS IN A SUPPORTING ROLE,nominated
1981,54,Reds,ACTRESS IN A SUPPORTING ROLE,won
1981,54,On Golden Pond,ACTRESS IN A SUPPORTING ROLE,nominated
1981,54,Ragtime,ART DIRECTION,nominated
1981,54,The French Lieutenant's Woman,ART DIRECTION,nominated
1981,54,Reds,ART DIRECTION,nominated
1981,54,Heaven's Gate,ART DIRECTION,nominated
1981,54,Raiders of the Lost Ark,ART DIRECTION,won
1981,54,Ragtime,CINEMATOGRAPHY,nominated
1981,54,Excalibur,CINEMATOGRAPHY,nominated
1981,54,Reds,CINEMATOGRAPHY,won
1981,54,On Golden Pond,CINEMATOGRAPHY,nominated
1981,54,Raiders of the Lost Ark,CINEMATOGRAPHY,nominated
1981,54,Ragtime,COSTUME DESIGN,nominated
1981,54,The French Lieutenant's Woman,COSTUME DESIGN,nominated
1981,54,Pennies from Heaven,COSTUME DESIGN,nominated
1981,54,Reds,COSTUME DESIGN,nominated
1981,54,Chariots of Fire,COSTUME DESIGN,won
1981,54,Atlantic City,DIRECTING,nominated
1981,54,Reds,DIRECTING,won
1981,54,Chariots of Fire,DIRECTING,nominated
1981,54,On Golden Pond,DIRECTING,nominated
1981,54,Raiders of the Lost Ark,DIRECTING,nominated
1981,54,Genocide,DOCUMENTARY (Feature),won
1981,54,Against Wind and Tide: A Cuban Odyssey,DOCUMENTARY (Feature),nominated
1981,54,El Salvador: Another Vietnam,DOCUMENTARY (Feature),nominated
1981,54,Brooklyn Bridge,DOCUMENTARY (Feature),nominated
1981,54,Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,DOCUMENTARY (Feature),nominated
1981,54,Journey for Survival,DOCUMENTARY (Short Subject),nominated
1981,54,See What I Say,DOCUMENTARY (Short Subject),nominated
1981,54,Americas in Transition,DOCUMENTARY (Short Subject),nominated
1981,54,Urge to Build,DOCUMENTARY (Short Subject),nominated
1981,54,Close Harmony,DOCUMENTARY (Short Subject),won
1981,54,The French Lieutenant's Woman,FILM EDITING,nominated
1981,54,Reds,FILM EDITING,nominated
1981,54,Chariots of Fire,FILM EDITING,nominated
1981,54,On Golden Pond,FILM EDITING,nominated
1981,54,Raiders of the Lost Ark,FILM EDITING,won
1981,54,Mephisto,FOREIGN LANGUAGE FILM,won
1981,54,Three Brothers,FOREIGN LANGUAGE FILM,nominated
1981,54,The Boat Is Full,FOREIGN LANGUAGE FILM,nominated
1981,54,Muddy River,FOREIGN LANGUAGE FILM,nominated
1981,54,Man of Iron,FOREIGN LANGUAGE FILM,nominated
1981,54,An American Werewolf in London,MAKEUP,won
1981,54,Heartbeeps,MAKEUP,nominated
1981,54,Ragtime,MUSIC (Original Score),nominated
1981,54,Dragonslayer,MUSIC (Original Score),nominated
1981,54,Chariots of Fire,MUSIC (Original Score),won
1981,54,On Golden Pond,MUSIC (Original Score),nominated
1981,54,Raiders of the Lost Ark,MUSIC (Original Score),nominated
1981,54,Endless Love,MUSIC (Original Song),nominated
1981,54,Ragtime,MUSIC (Original Song),nominated
1981,54,Arthur,MUSIC (Original Song),won
1981,54,For Your Eyes Only,MUSIC (Original Song),nominated
1981,54,The Great Muppet Caper,MUSIC (Original Song),nominated
1981,54,Atlantic City,BEST PICTURE,nominated
1981,54,Reds,BEST PICTURE,nominated
1981,54,Chariots of Fire,BEST PICTURE,won
1981,54,On Golden Pond,BEST PICTURE,nominated
1981,54,Raiders of the Lost Ark,BEST PICTURE,nominated
